candidate_start_index,candidate_ts,candidate_all_pass,start_index,ts,m,n,admissible,mean_p,mean_z,dispersion_p,dispersion_z,pass,note
0,0.0,True,0,0.0,2,10000,True,0.15814345087416548,1.4113431708717563,0.9780474314680416,0.027516936651072667,True,
0,0.0,True,0,0.0,5,4000,True,0.33546130893767034,0.9631718109933349,0.5459248156413263,-0.6038779109189597,True,
0,0.0,True,0,0.0,10,2000,True,0.46611904370486623,0.7288081202509271,0.27949234203328177,-1.0814604553845357,True,
0,0.0,True,0,0.0,20,1000,True,0.586803927200624,0.5434733613219109,0.8614552655703241,-0.17452197072974673,True,
0,0.0,True,0,0.0,40,500,True,0.6887498319817436,0.4005522165538761,0.5249114051198374,-0.6357929163092628,True,
