start_index,ts,g,neff
0.0,0.0,53.5577358434178,373.4287808295761
133.0,133.0,53.575977319077985,370.8191804263273
266.0,266.0,53.897520067874716,366.1392950018554
399.0,399.0,54.22185230609421,361.49631866775906
532.0,532.0,53.5427785009066,363.597118884489
665.0,665.0,53.97415399933282,358.22701362283516
798.0,798.0,55.08633048820075,348.5801255923733
931.0,931.0,55.858396534121574,341.38108472826536
1064.0,1064.0,53.274114167161805,355.4446713197938
1197.0,1197.0,53.37484538479311,352.28205092575524
1330.0,1330.0,53.532028596471505,348.7631701898666
1463.0,1463.0,53.56075148981557,346.0929782421884
1596.0,1596.0,53.73481201809839,342.4967783231727
1729.0,1729.0,53.93022747720454,338.7895963858648
1862.0,1862.0,55.09051335714162,329.2399887874469
1995.0,1995.0,55.71483394792048,323.1634867085882
2128.0,2128.0,88.39284425818713,202.18831230045706
2261.0,2261.0,56.0399062248372,316.5422855782363
2394.0,2394.0,55.485954100611416,317.30552867623834
2527.0,2527.0,55.37821301635596,315.5211959410707
2660.0,2660.0,53.524128854343225,323.96603870355085
2793.0,2793.0,52.7212463858889,326.3769576700588
2926.0,2926.0,52.367438533053736,326.04229800590844
3059.0,3059.0,52.56534137455133,322.28459964309707
3192.0,3192.0,53.34555015127182,315.0778265916764
3325.0,3325.0,53.73481193505305,310.32024491226196
3458.0,3458.0,54.69732519050387,302.427951319124
3591.0,3591.0,54.69170621065534,300.02720955162135
3724.0,3724.0,55.0775106239246,295.5108140441268
3857.0,3857.0,55.16458529533172,292.63339719814945
3990.0,3990.0,55.37795623391014,289.1042047918055
4123.0,4123.0,55.50418372653213,286.0505088810174
4256.0,4256.0,55.38364602181933,284.2716420980551
4389.0,4389.0,54.85828788293993,284.5695810505741
4522.0,4522.0,55.51211626748269,278.82201293533717
4655.0,4655.0,56.54090312446418,271.3964431417175
4788.0,4788.0,55.412682498261844,274.5219923341044
4921.0,4921.0,55.61779552358588,271.11826094591316
5054.0,5054.0,56.45557909560607,264.739114174869
5187.0,5187.0,56.003912455449225,264.49937782085584
5320.0,5320.0,56.50742093611009,259.78888713745914
5453.0,5453.0,55.918524484761726,260.1463492471834
5586.0,5586.0,56.26055069474706,256.20083383481364
5719.0,5719.0,56.29067427929925,253.7009936875423
5852.0,5852.0,56.69919152075521,249.52736750789484
5985.0,5985.0,57.17278979165966,245.1340935272062
6118.0,6118.0,56.96967571893914,243.67349515007038
6251.0,6251.0,56.91846301580358,241.5560658442683
6384.0,6384.0,55.38540710939262,245.84093014080077
6517.0,6517.0,55.78676021382187,241.68817024544504
6650.0,6650.0,56.0601357467636,238.13713295852494
6783.0,6783.0,56.324089199822616,234.65980875624393
6916.0,6916.0,56.76580603721065,230.49086965176332
