start_index,ts,g,neff
0.0,0.0,786.1458042733007,25.440573353295
133.0,133.0,752.8522734472764,26.388975235513215
266.0,266.0,722.9139498771365,27.297854749315476
399.0,399.0,669.0396090688264,29.297219079870022
532.0,532.0,639.7682725146083,30.429767833720565
665.0,665.0,610.4605510282281,31.672808287829785
798.0,798.0,581.5369170738948,33.019399863070156
931.0,931.0,556.2937484752385,34.27865233479033
1064.0,1064.0,530.8006491298528,35.67441002764784
1197.0,1197.0,490.21544485646825,38.35660462616675
1330.0,1330.0,469.72135623487975,39.746968606350194
1463.0,1463.0,445.66154934871633,41.594344468554034
1596.0,1596.0,425.47189575774246,43.25550097080671
1729.0,1729.0,402.41534411252593,45.40333828545799
1862.0,1862.0,383.1266830397541,47.34204325340076
1995.0,1995.0,365.8739424697909,49.21093827688102
2128.0,2128.0,346.0200740876318,51.6501825714129
2261.0,2261.0,318.0650699950485,55.77160673530154
2394.0,2394.0,281.7231768517688,62.49397084310019
2527.0,2527.0,267.7059645791918,65.26937129497988
2660.0,2660.0,240.76153689526228,72.02147080305176
2793.0,2793.0,225.7913064743693,76.20753991231834
2926.0,2926.0,205.1114962299189,83.24253059351177
3059.0,3059.0,194.90205118472704,86.92058342651005
3192.0,3192.0,180.79174540546904,92.96884635028005
3325.0,3325.0,168.2088571672131,99.13271085020043
3458.0,3458.0,105.01186969639225,157.52504976652475
3591.0,3591.0,99.00304434787196,165.74237800549722
3724.0,3724.0,94.1156081834355,172.93624632672356
3857.0,3857.0,86.27342360488032,187.11440123128278
3990.0,3990.0,78.73085171837948,203.351032671002
4123.0,4123.0,53.484328837395324,296.8533090930193
4256.0,4256.0,48.44640514531268,324.9776728072315
4389.0,4389.0,31.975756120818744,488.2136310089007
4522.0,4522.0,28.932393270953114,534.9712986080294
4655.0,4655.0,15.666889283506618,979.4541674686187
4788.0,4788.0,14.042676116208584,1083.269305231767
4921.0,4921.0,1.5818377348666637,9532.58331599419
5054.0,5054.0,1.543983266200994,9680.156726552466
5187.0,5187.0,1.515174552710787,9776.431351422962
5320.0,5320.0,1.4759940734435208,9945.839393346136
5453.0,5453.0,1.423533431644462,10218.938085068605
5586.0,5586.0,1.3924457296821182,10351.570400729783
5719.0,5719.0,1.3814603810753718,10337.610977220515
5852.0,5852.0,1.3237426092229483,10687.878369575967
