time,E(kinetic),E(total),Temperature,E(potential),Pressure,Volume
fs,kcal/mol,kcal/mol,K,kcal/mol,bar,Å^3
511000,87532.4319,-101065.9908,298.9377,-188598.4227,270.4343,937016.0265
512000,87587.8077,-101605.5842,299.1268,-189193.3919,22.4756,937073.8423
513000,87237.3202,-101572.663,297.9299,-188809.9832,-38.7938,937454.2104
514000,87155.9383,-101725.7447,297.6519,-188881.6829,48.7861,937260.773
515000,86890.2295,-102164.9064,296.7445,-189055.1359,-335.781,937630.093
516000,87464.4844,-101587.9399,298.7057,-189052.4243,-393.081,935840.6303
517000,87554.0937,-101750.583,299.0117,-189304.6767,-13.6751,935956.2928
518000,87538.672,-102059.9386,298.959,-189598.6106,67.8623,936705.0354
519000,87414.7938,-101693.3361,298.536,-189108.13,9.7362,936053.3519
520000,87068.8797,-101702.0403,297.3546,-188770.92,-437.5753,937283.3677
521000,87467.7869,-101910.3654,298.7169,-189378.1523,318.5927,936206.9747
522000,87386.4135,-101912.3484,298.439,-189298.7619,240.6574,933770.6301
523000,87319.4569,-101866.2786,298.2104,-189185.7355,-492.3187,936803.9554
524000,87143.6693,-102176.6255,297.61,-189320.2948,-102.0382,937487.928
525000,87417.5292,-101558.2529,298.5453,-188975.7821,-108.5492,936380.1412
526000,87316.1425,-101750.3465,298.1991,-189066.489,218.6377,936744.031
527000,87547.4945,-101221.0571,298.9892,-188768.5516,-31.6259,936689.8746
528000,87045.4132,-101883.5233,297.2745,-188928.9365,-22.2907,937887.1087
529000,87296.7407,-101715.3572,298.1328,-189012.098,-276.0478,938387.1901
530000,87200.0446,-101258.3964,297.8026,-188458.441,-208.0136,938541.3422
531000,87457.5599,-101387.1641,298.682,-188844.724,-371.5646,937050.2278
532000,86971.2149,-101648.6741,297.0211,-188619.8891,97.2284,935129.1062
533000,87241.3001,-101559.3395,297.9435,-188800.6396,194.6629,936605.2911
534000,87145.183,-101596.212,297.6152,-188741.3951,150.0496,937016.9055
535000,87352.7137,-101914.7639,298.324,-189267.4776,-312.9486,938162.3682
536000,87091.028,-101816.1805,297.4303,-188907.2086,11.6541,935915.1553
537000,87025.0001,-102004.4982,297.2048,-189029.4983,-404.3228,937145.3022
538000,87032.7823,-102062.918,297.2313,-189095.7003,-88.6461,936535.2444
539000,86875.954,-101898.3114,296.6957,-188774.2654,-252.97,937174.16
540000,87230.6965,-101779.7272,297.9072,-189010.4236,-90.4121,937050.4576
541000,87090.0852,-101732.252,297.427,-188822.3372,-31.6188,936420.3995
542000,87237.178,-101842.7322,297.9294,-189079.9102,-41.4051,937176.8353
543000,87555.9131,-101288.564,299.0179,-188844.4771,29.6105,937484.6043
544000,87629.6942,-101250.5185,299.2699,-188880.2127,-51.1885,937738.3976
545000,87506.8155,-101198.5291,298.8502,-188705.3446,180.3297,937867.8101
546000,87369.1278,-101649.0439,298.38,-189018.1717,449.6376,938580.9739
547000,87536.2189,-101662.263,298.9507,-189198.4819,127.9489,936649.7969
548000,87147.4139,-102142.7003,297.6228,-189290.1142,95.2186,939288.6575
549000,87362.6806,-101700.2365,298.358,-189062.9171,-220.4481,935244.6197
550000,87268.4568,-101708.676,298.0362,-188977.1328,-33.8682,934868.4082
551000,87427.6076,-101430.3606,298.5797,-188857.9682,212.4822,936376.1445
552000,87098.3974,-101632.4559,297.4554,-188730.8533,-284.2888,937435.3585
553000,86821.0651,-101994.5358,296.5083,-188815.6008,30.0893,938213.0785
554000,87012.3742,-101996.0236,297.1616,-189008.3978,-75.0105,937839.3524
555000,87295.0154,-102009.9398,298.1269,-189304.9553,80.6803,937123.3109
556000,87041.0784,-102081.3436,297.2597,-189122.422,-36.1154,937548.5299
557000,87228.7375,-101337.2018,297.9006,-188565.9393,155.3651,939354.507
558000,87170.2179,-101550.4997,297.7007,-188720.7176,-139.7411,938789.5408
559000,87594.624,-101207.7096,299.1501,-188802.3336,208.101,936429.8804
560000,86976.6845,-101778.7166,297.0397,-188755.4011,-42.3901,937243.8
561000,87069.1168,-102479.5923,297.3554,-189548.7091,32.2809,935354.1308
562000,86855.4844,-102401.5031,296.6258,-189256.9874,362.5768,936524.4171
563000,87118.0181,-102016.4862,297.5224,-189134.5043,-224.0621,935321.3217
564000,86986.3597,-102324.6942,297.0728,-189311.054,-118.6,934685.8306
565000,86960.1916,-102409.2262,296.9834,-189369.4178,-39.6915,936157.1053
566000,87081.2619,-101799.4156,297.3969,-188880.6775,230.5191,937589.5499
567000,87086.9293,-102144.0907,297.4163,-189231.02,104.9899,936635.0138
568000,87518.6887,-101655.7954,298.8908,-189174.4842,260.3895,936687.4911
569000,87400.3164,-101887.764,298.4865,-189288.0804,76.2216,937467.8312
570000,87646.1006,-101269.8978,299.3259,-188915.9984,-226.3704,935882.9674
571000,87416.0867,-101595.3423,298.5404,-189011.429,-104.487,936362.9822
572000,86967.7628,-101830.8771,297.0093,-188798.6399,-146.9194,937404.3017
573000,87149.4658,-101831.3821,297.6298,-188980.8478,11.8825,937796.2911
574000,86963.1244,-102021.3374,296.9934,-188984.4618,103.4893,936044.9069
575000,86927.8401,-102260.77,296.8729,-189188.6101,279.8315,935155.133
576000,87241.3705,-101937.9198,297.9437,-189179.2904,221.5163,935350.7307
577000,87705.6661,-101309.6022,299.5293,-189015.2683,-61.1448,936461.867
578000,87172.1156,-102135.9538,297.7072,-189308.0694,-116.2508,935381.4454
579000,87433.8024,-101801.9626,298.6009,-189235.7651,-89.3145,934816.8702
580000,86878.8838,-101849.7739,296.7057,-188728.6577,-14.5481,936468.4784
581000,87370.7007,-102060.4486,298.3854,-189431.1493,-79.2871,936251.5187
582000,87917.6787,-101489.9084,300.2534,-189407.5871,142.7233,936723.269
583000,87279.0044,-101261.4424,298.0722,-188540.4468,92.6089,937661.3613
584000,87208.8977,-101434.5129,297.8328,-188643.4106,-13.1184,938858.7229
585000,87377.8144,-101569.307,298.4097,-188947.1215,-231.6951,937433.4369
586000,87313.2081,-101199.3218,298.189,-188512.5299,120.316,938098.5396
587000,87394.3668,-101155.3678,298.4662,-188549.7345,147.1345,937681.126
588000,87222.8449,-101421.1075,297.8804,-188643.9524,-216.6959,938849.1639
589000,87275.2002,-101382.8005,298.0592,-188658.0007,-65.9414,937794.2129
590000,87060.4508,-101606.6237,297.3258,-188667.0745,-183.1637,935437.8969
591000,87100.4582,-101436.327,297.4625,-188536.7851,51.6803,936335.0144
592000,87046.4286,-101602.8792,297.2779,-188649.3078,-67.9839,938681.3996
593000,87466.6285,-101204.4719,298.713,-188671.1005,148.7161,937689.4888
594000,86823.6194,-101696.5483,296.517,-188520.1677,235.2726,937159.5414
595000,87533.3066,-101066.7599,298.9407,-188600.0664,86.9502,937447.9313
596000,87267.9979,-101464.3964,298.0346,-188732.3943,313.4426,939125.3989
597000,86907.3462,-101722.3867,296.8029,-188629.7328,269.8311,938099.3044
598000,87136.0914,-101615.2041,297.5842,-188751.2954,-147.4454,938520.4735
599000,87524.4052,-101662.6529,298.9103,-189187.0581,151.1643,936054.4102
600000,87427.4348,-102083.6473,298.5791,-189511.0821,248.8209,938917.265
601000,87799.0105,-101403.0118,299.8481,-189202.0223,35.109,936444.5579
602000,87197.2208,-101428.595,297.7929,-188625.8158,537.8036,936914.922
603000,87144.7589,-101669.0469,297.6138,-188813.8058,-41.4415,936266.6107
604000,86921.8384,-102441.0099,296.8524,-189362.8484,-11.863,935977.903
605000,87061.0035,-102263.0162,297.3277,-189324.0196,112.9629,938299.9848
606000,87154.6829,-101875.6399,297.6476,-189030.3229,111.4952,939283.5706
607000,87292.4029,-101793.5157,298.118,-189085.9187,60.1645,935484.8933
608000,87148.9118,-101669.4105,297.6279,-188818.3223,275.5053,938100.3255
609000,87413.43,-101868.2733,298.5313,-189281.7033,155.4276,936956.0811
610000,87249.8555,-101422.6101,297.9727,-188672.4656,82.3363,937901.3163
611000,87438.3665,-101561.9982,298.6165,-189000.3646,-366.5285,937153.9534
612000,87504.7259,-100765.9351,298.8431,-188270.661,182.2017,937288.9352
613000,87673.5447,-101259.049,299.4196,-188932.5936,177.6798,936143.4334
614000,87133.2081,-101831.2419,297.5743,-188964.4499,181.0633,936355.9659
615000,87077.6343,-101582.877,297.3845,-188660.5113,-7.4499,937442.5685
616000,86907.0416,-101737.6753,296.8019,-188644.717,-83.8937,937431.0348
617000,87852.7576,-101274.3361,300.0317,-189127.0937,20.9741,936575.2205
618000,87284.5769,-102183.0639,298.0913,-189467.6407,67.6572,936621.5671
619000,87361.7804,-102064.1297,298.3549,-189425.9101,22.2686,933492.8678
620000,87238.4047,-102117.2322,297.9336,-189355.6369,-140.4962,933334.6543
621000,86879.9677,-102452.4266,296.7094,-189332.3943,28.3418,934471.04
622000,87297.2566,-102424.5556,298.1346,-189721.8122,82.9653,933864.8307
623000,87009.7738,-102143.2361,297.1528,-189153.01,-256.0314,937110.6065
624000,87460.0602,-101645.2554,298.6906,-189105.3156,142.8884,935436.6411
625000,86859.6407,-101898.2638,296.64,-188757.9046,-91.8989,938719.5514
626000,87926.9392,-101050.4259,300.285,-188977.3651,-51.5967,936360.9305
627000,87325.6869,-101239.7779,298.2317,-188565.4648,48.9423,938140.0142
628000,87232.4594,-101901.5912,297.9133,-189134.0506,-15.1767,935475.2755
629000,87316.6266,-101888.9938,298.2007,-189205.6204,40.3362,934897.9895
630000,87296.8402,-101888.668,298.1331,-189185.5082,-183.683,934912.3795
631000,87052.5246,-102138.3472,297.2988,-189190.8718,215.2585,937002.9418
632000,87165.4303,-101813.1185,297.6843,-188978.5488,83.1356,935823.3283
633000,87377.8779,-101716.9616,298.4099,-189094.8395,10.8041,934815.1603
634000,87154.6855,-101938.9522,297.6477,-189093.6377,-364.7986,936068.7363
635000,87231.0116,-101812.4249,297.9083,-189043.4365,121.447,935108.0738
636000,87378.1561,-102033.9778,298.4108,-189412.1339,180.5373,934389.8596
637000,87419.1839,-101607.642,298.551,-189026.8259,-79.7036,934981.3565
638000,86983.1504,-101602.2311,297.0618,-188585.3815,13.5851,936339.2494
639000,87385.9107,-101138.9874,298.4373,-188524.8981,161.8561,936369.7184
640000,87704.8725,-101199.6221,299.5266,-188904.4946,-389.5403,936791.4695
641000,87758.7701,-101277.039,299.7107,-189035.809,11.031,934610.8177
642000,87217.2056,-101301.9972,297.8612,-188519.2028,-255.9772,936231.7369
643000,87360.2859,-101065.35,298.3498,-188425.6359,-78.8747,938357.6217
644000,87548.972,-101150.1567,298.9942,-188699.1288,-6.1784,935577.985
645000,87141.0733,-101763.064,297.6012,-188904.1373,-307.736,937673.0305
646000,87522.1744,-101481.2776,298.9027,-189003.4519,-83.0109,937554.9087
647000,87654.3399,-101536.1817,299.3541,-189190.5216,105.9121,937054.8227
648000,87275.9442,-101618.2023,298.0618,-188894.1465,-75.4201,937659.5297
649000,86827.1031,-102168.898,296.5289,-188996.0011,-322.4572,937019.6189
650000,87510.1348,-101695.1741,298.8616,-189205.3089,-20.6847,937264.9707
651000,86894.677,-102163.9125,296.7597,-189058.5895,22.6096,940231.3025
652000,86984.1726,-101838.7512,297.0653,-188822.9239,160.3264,938160.6328
653000,87351.9283,-101528.5114,298.3213,-188880.4398,76.1046,938289.001
654000,87376.1092,-101714.3264,298.4039,-189090.4356,-32.9419,936688.9498
655000,86767.467,-102293.6234,296.3252,-189061.0904,424.835,938652.6303
656000,87328.4326,-101812.4336,298.241,-189140.8662,206.7095,934795.9726
657000,87678.0655,-101753.7027,299.4351,-189431.7682,-150.0772,936680.4498
658000,87004.8766,-101653.2,297.136,-188658.0766,-73.6211,936145.6325
659000,87426.8906,-101865.6946,298.5773,-189292.5852,56.2352,934212.2962
660000,87561.6504,-101631.3216,299.0375,-189192.972,-235.9557,935414.7641
661000,87291.876,-102023.5062,298.1162,-189315.3822,293.2192,934765.1944
662000,87598.6949,-101468.2164,299.164,-189066.9112,-289.2646,935125.2608
663000,87157.1187,-101832.0464,297.656,-188989.1651,297.4966,936314.6851
664000,87368.4813,-101771.1434,298.3778,-189139.6247,-150.0901,936000.4444
665000,87517.3623,-101410.642,298.8863,-188928.0043,-23.5321,936999.2425
666000,87345.2302,-101709.8475,298.2984,-189055.0777,-188.0864,936122.1466
667000,87473.917,-101644.2619,298.7379,-189118.1789,-42.3853,935962.8641
668000,87291.9798,-102130.7795,298.1165,-189422.7593,197.668,934233.0765
669000,87147.9958,-102103.7513,297.6248,-189251.7471,146.1256,935425.0932
670000,87219.469,-101731.9016,297.8689,-188951.3706,254.7313,936218.5286
671000,87434.378,-101463.2941,298.6028,-188897.6722,-235.4198,937950.452
672000,87278.5852,-101358.8103,298.0708,-188637.3955,470.353,937869.6502
673000,86848.0159,-101847.8652,296.6003,-188695.8811,-265.3202,937983.5131
674000,87374.2145,-101702.9987,298.3974,-189077.2132,-187.1345,936359.4136
675000,87255.6155,-101400.8498,297.9923,-188656.4653,56.934,938190.8424
676000,86884.9657,-101842.2698,296.7265,-188727.2355,-163.1309,937759.0943
677000,87443.3073,-101506.3724,298.6333,-188949.6797,-84.1492,936170.2626
678000,87222.1453,-102033.9851,297.878,-189256.1304,-132.4315,936603.2703
679000,87028.6197,-102374.042,297.2171,-189402.6617,-42.2718,936492.6666
680000,87457.4242,-101863.1687,298.6816,-189320.5929,249.3252,937885.8325
681000,87246.6323,-101393.6731,297.9617,-188640.3054,-34.7398,936711.3305
682000,87327.4596,-101561.4038,298.2377,-188888.8635,38.2821,937354.6903
683000,87207.5467,-101715.9586,297.8282,-188923.5053,-105.9243,934567.724
684000,87229.4224,-101647.9923,297.9029,-188877.4147,40.8249,933828.9562
685000,87366.9792,-102053.8599,298.3727,-189420.8391,251.6475,933994.7733
686000,87342.4291,-101486.3109,298.2888,-188828.7399,199.6569,935493.1263
687000,87474.5823,-101398.4876,298.7402,-188873.0699,373.5049,936823.3429
688000,87183.2946,-102037.0749,297.7454,-189220.3695,152.3857,937314.3444
689000,87164.7389,-101338.5955,297.682,-188503.3344,-96.7091,936273.579
690000,87377.4067,-101829.0849,298.4083,-189206.4916,-9.7625,938389.4789
691000,86778.3381,-102514.9652,296.3624,-189293.3033,118.4857,935205.9455
692000,87365.5046,-101904.1411,298.3676,-189269.6457,9.856,936093.0943
693000,86980.3401,-102021.5159,297.0522,-189001.856,307.7558,937122.1805
694000,87034.624,-101772.853,297.2376,-188807.477,571.3311,935780.2263
695000,87411.7826,-101974.7578,298.5257,-189386.5404,-194.6923,935946.9793
696000,87271.6289,-101279.3727,298.047,-188551.0016,-161.078,935728.7426
697000,87402.0606,-101728.6801,298.4925,-189130.7407,107.1157,934679.6265
698000,87371.6275,-102027.8816,298.3885,-189399.5092,48.1971,937782.0509
699000,87692.9673,-101277.7184,299.486,-188970.6856,-90.7428,934201.0757
700000,87221.601,-101940.7554,297.8762,-189162.3564,9.7016,935127.8587
701000,87280.9516,-101676.5424,298.0789,-188957.494,-150.448,936156.7768
702000,87131.4352,-102156.2536,297.5682,-189287.6888,-163.1524,934592.8864
703000,87078.4853,-102545.015,297.3874,-189623.5003,67.1348,934104.8401
704000,86866.1537,-102221.0128,296.6623,-189087.1665,-44.1168,935957.5933
705000,87441.5776,-101695.6287,298.6274,-189137.2062,-58.251,933881.7902
706000,87484.268,-101680.5597,298.7732,-189164.8277,287.9622,933724.3972
707000,87345.1668,-101654.0559,298.2982,-188999.2226,207.4529,936008.4965
708000,87100.8591,-101913.8851,297.4638,-189014.7441,248.8522,936706.2636
709000,87524.5114,-101505.3737,298.9107,-189029.8851,236.7236,936858.3967
710000,87270.7425,-101725.263,298.044,-188996.0055,-112.0454,935275.6608
711000,87608.9186,-101785.6578,299.1989,-189394.5763,185.864,934953.1763
712000,87157.6001,-101796.4283,297.6576,-188954.0283,-3.1906,935717.8778
713000,87354.7568,-101768.5703,298.3309,-189123.3271,195.6851,934911.676
714000,87598.5349,-101376.5601,299.1635,-188975.095,-420.2342,935968.792
715000,87100.8952,-102290.9862,297.464,-189391.8815,-177.3193,936982.4606
716000,87152.2315,-102215.57,297.6393,-189367.8015,-333.1348,935660.0581
717000,87428.8308,-101412.6278,298.5839,-188841.4586,152.9758,936466.2095
718000,87081.8027,-101343.0764,297.3987,-188424.879,25.6533,936644.5354
719000,87026.6654,-102170.7304,297.2104,-189197.3958,-2.4368,936980.032
720000,86882.0264,-102644.1271,296.7165,-189526.1535,307.8078,934736.0363
721000,87282.2532,-101997.5632,298.0833,-189279.8164,-195.7372,938113.8244
722000,87651.5234,-101490.4338,299.3444,-189141.9572,-93.8282,935578.6356
723000,86896.7724,-102017.3228,296.7668,-188914.0952,-423.1204,937539.8635
724000,87065.2902,-101796.6589,297.3424,-188861.9491,60.9028,937315.1746
725000,87125.9075,-101642.739,297.5494,-188768.6465,-100.1369,937975.8158
726000,87225.5113,-101492.0871,297.8895,-188717.5984,-237.0713,936876.9653
727000,87475.6735,-101194.7782,298.7439,-188670.4516,195.406,934869.8466
728000,87484.2452,-101207.3512,298.7732,-188691.5964,-164.2655,936251.7553
729000,87300.2892,-101726.5528,298.1449,-189026.842,187.8656,935755.539
730000,87684.3425,-101202.0022,299.4565,-188886.3447,113.5791,932970.1584
731000,87317.4079,-101517.8839,298.2034,-188835.2918,134.9403,936571.6618
732000,87040.9301,-101865.1293,297.2592,-188906.0594,354.5874,937102.7207
733000,87235.8161,-101905.2831,297.9247,-189141.0992,115.0481,935628.0687
734000,87629.6249,-102032.2032,299.2696,-189661.8281,195.494,934404.7819
735000,87130.9875,-101671.3999,297.5667,-188802.3874,261.1732,937149.198
736000,87610.128,-101664.6536,299.2031,-189274.7817,108.167,936605.7146
737000,87419.2323,-101543.4725,298.5511,-188962.7048,303.2554,935909.6188
738000,87135.5695,-102171.7647,297.5824,-189307.3342,-246.2528,933282.1524
739000,87014.8081,-102378.3597,297.1699,-189393.1678,171.4331,934102.6183
740000,87303.5126,-102112.4077,298.1559,-189415.9203,-27.8799,938707.9408
741000,87502.162,-101657.5514,298.8343,-189159.7134,11.1113,935176.7357
742000,87222.1259,-101568.6348,297.878,-188790.7607,-225.5436,935589.2544
743000,87605.6953,-101269.543,299.1879,-188875.2383,408.6936,937323.0228
744000,87433.3708,-101584.3162,298.5994,-189017.687,90.1814,938029.0023
745000,86962.3162,-102025.4866,296.9907,-188987.8028,-209.0104,936485.7993
746000,87232.6167,-102081.6223,297.9138,-189314.239,199.818,936984.3597
747000,87417.3891,-101304.0879,298.5448,-188721.477,112.8677,934112.9935
748000,87654.1892,-101340.6185,299.3535,-188994.8076,-18.001,935974.3566
749000,87558.1816,-101471.8736,299.0257,-189030.0552,-125.0835,936619.8937
750000,86994.3863,-102650.6074,297.1002,-189644.9937,142.714,935166.3038
751000,87205.4334,-102366.0709,297.821,-189571.5044,15.1333,933783.4807
752000,87128.4452,-101876.2789,297.558,-189004.7241,91.962,936190.0241
753000,87038.8436,-101897.3146,297.252,-188936.1582,-257.7133,934802.5271
754000,86939.4913,-101859.1568,296.9127,-188798.648,199.2629,935329.3478
755000,87378.1299,-101868.7312,298.4108,-189246.8611,91.668,933148.6731
756000,87347.1307,-102242.1502,298.3049,-189589.2809,-144.3782,933073.9267
757000,87443.3641,-101754.1111,298.6335,-189197.4752,-71.7392,934650.9517
758000,87520.3527,-101314.6418,298.8965,-188834.9946,184.0389,936054.5886
759000,87515.9286,-101994.3888,298.8814,-189510.3174,-65.5693,936434.6001
760000,87072.2494,-102543.81,297.3661,-189616.0594,47.1655,932671.536
761000,87516.2972,-101655.7255,298.8826,-189172.0227,352.9088,933152.1886
762000,86978.6218,-102174.9833,297.0464,-189153.6051,70.1569,935009.6029
763000,86822.3783,-102330.2265,296.5128,-189152.6047,140.6019,934633.9867
764000,86994.4652,-101551.0597,297.1005,-188545.5249,-508.258,934589.5138
765000,87183.6574,-101765.5445,297.7466,-188949.2019,-99.8693,933905.9189
766000,87217.6366,-101591.1713,297.8626,-188808.8079,27.6235,936711.2587
767000,87277.3374,-101748.4706,298.0665,-189025.808,314.5398,935399.8809
768000,87024.8476,-102212.3172,297.2042,-189237.1649,-23.6822,935886.9535
769000,87073.2248,-102022.6521,297.3695,-189095.8768,224.782,935922.4905
770000,87358.3973,-101493.7738,298.3434,-188852.1711,-95.0007,935331.0802
771000,87342.8132,-101727.1272,298.2901,-189069.9405,-233.1436,936674.0686
772000,87499.5061,-101496.0929,298.8253,-188995.5991,-120.7991,937135.0414
773000,87200.0117,-101477.6638,297.8024,-188677.6756,221.3493,935674.1193
774000,86970.2377,-102287.3037,297.0177,-189257.5414,43.4331,933310.5618
775000,87741.2272,-101576.1639,299.6508,-189317.3911,-37.0878,936360.8603
776000,87566.9191,-100951.2285,299.0555,-188518.1476,22.3886,936287.6523
777000,87065.98,-101471.5734,297.3447,-188537.5534,55.858,938447.1465
778000,87469.193,-101733.8557,298.7217,-189203.0487,-209.7838,935310.1689
779000,87367.1797,-101729.1347,298.3734,-189096.3144,155.1879,935385.7709
780000,87526.8689,-100956.3995,298.9187,-188483.2684,364.4481,936346.6034
781000,86813.6929,-101673.4165,296.4831,-188487.1094,300.6258,935410.7163
782000,87245.1379,-101682.8416,297.9566,-188927.9796,-67.9605,935553.0962
783000,87082.4932,-101757.0915,297.4011,-188839.5847,-48.1017,934967.9062
784000,87360.1623,-102211.2519,298.3494,-189571.4142,-189.9154,938646.9973
785000,87132.077,-102233.214,297.5704,-189365.2909,290.4111,933666.9393
786000,86903.9139,-102497.299,296.7912,-189401.2129,404.2672,933510.2527
787000,87058.13,-102880.3528,297.3179,-189938.4828,-222.2138,934080.5259
788000,87233.5809,-102557.729,297.9171,-189791.3099,86.5872,934251.1075
789000,87201.8483,-102606.0771,297.8087,-189807.9254,89.4106,933736.3261
790000,86918.9578,-102826.7668,296.8426,-189745.7246,-225.692,934910.5526
791000,87464.1437,-102142.3726,298.7045,-189606.5162,-1.8467,936272.4699
792000,87528.2599,-102124.7308,298.9235,-189652.9907,-113.0777,934977.481
793000,88041.7531,-101157.1508,300.6771,-189198.9039,78.3512,931392.0782
794000,86944.6202,-101950.5449,296.9302,-188895.1651,94.8633,933162.737
795000,87160.2989,-101850.4026,297.6668,-189010.7014,-79.7582,932977.8537
796000,87050.065,-102214.3529,297.2904,-189264.4179,106.0308,932203.3308
797000,86927.692,-102527.9766,296.8724,-189455.6686,-56.2706,934381.4997
798000,87293.2757,-102150.0884,298.121,-189443.3641,-25.8949,934096.6258
799000,87439.5274,-101924.0164,298.6204,-189363.5438,122.7093,934325.1361
800000,87147.3298,-101552.3177,297.6225,-188699.6475,102.3095,934629.6492
801000,86925.825,-102383.9262,296.8661,-189309.7512,-287.5168,934313.7764
802000,86926.8983,-102184.3193,296.8697,-189111.2177,144.2963,932958.6406
803000,87199.6206,-101829.9508,297.8011,-189029.5714,221.3566,933366.1189
804000,87282.4211,-101589.2532,298.0839,-188871.6744,-413.1308,937486.9882
805000,87354.0917,-101699.2725,298.3287,-189053.3641,-123.7522,934807.7912
806000,87441.1618,-101530.9851,298.626,-188972.1469,93.0797,934244.4334
807000,87064.3158,-101564.0684,297.339,-188628.3842,160.0091,935328.3783
808000,87722.2738,-101234.1277,299.5861,-188956.4015,270.7151,936963.8698
809000,87159.3549,-102055.3813,297.6636,-189214.7362,172.4914,934636.242
810000,87019.3333,-102432.7998,297.1854,-189452.1331,-86.5622,932657.4937
811000,87379.3875,-102271.255,298.415,-189650.6425,183.339,934570.2727
812000,87553.2719,-101444.4402,299.0089,-188997.7122,234.3413,933585.8804
813000,87447.6271,-101467.2611,298.6481,-188914.8882,-131.1602,935398.1313
814000,87285.6001,-101571.2444,298.0947,-188856.8446,43.8341,935449.4142
815000,86789.6253,-102333.5946,296.4009,-189123.2199,3.2209,935879.6431
816000,87363.1613,-101675.5758,298.3596,-189038.7371,-105.1693,935594.5459
817000,87475.8381,-101432.3849,298.7444,-188908.223,-282.5923,937021.3126
818000,86816.747,-101746.9147,296.4935,-188563.6617,-3.0208,935205.0471
819000,87171.1904,-101891.21,297.704,-189062.4004,336.2431,934667.7811
820000,87458.7109,-102240.4859,298.6859,-189699.1969,-34.6531,934318.9915
821000,87383.6756,-101903.8671,298.4297,-189287.5427,-42.6854,933247.1835
822000,87475.5441,-101521.2526,298.7434,-188996.7967,151.7445,933578.8345
823000,87312.7754,-101271.3129,298.1876,-188584.0882,275.9164,936800.6748
824000,87371.3084,-101725.3912,298.3875,-189096.6996,48.4392,933344.3787
825000,87462.8821,-101918.0136,298.7002,-189380.8957,-253.9999,934844.619
826000,87321.328,-101804.4063,298.2168,-189125.7343,-315.226,936512.4824
827000,87645.5567,-101038.1757,299.3241,-188683.7323,22.3223,936714.2824
828000,87498.8673,-102082.5027,298.8231,-189581.37,235.4699,935731.5184
829000,87322.1286,-101791.9781,298.2195,-189114.1067,239.2722,935684.6202
830000,87308.7568,-101880.1857,298.1738,-189188.9424,-125.5193,936855.122
831000,87015.1456,-102166.413,297.1711,-189181.5586,148.1236,938361.6189
832000,86969.9068,-102028.4606,297.0166,-188998.3674,-345.8256,936535.2271
833000,87239.7063,-102310.3245,297.938,-189550.0308,-94.4062,937275.5843
834000,87566.632,-101423.508,299.0545,-188990.14,-22.5219,935224.3769
835000,87684.413,-101149.5195,299.4568,-188833.9325,247.248,938092.2243
836000,87220.7608,-101886.3614,297.8733,-189107.1221,293.0102,935763.9394
837000,87192.043,-101959.006,297.7752,-189151.049,-324.6633,937106.8309
838000,87300.9804,-102164.3809,298.1473,-189465.3613,-55.0897,937463.4263
839000,87366.8372,-101934.1864,298.3722,-189301.0237,-458.936,937678.3182
840000,87527.2511,-101675.5428,298.92,-189202.7939,-234.3937,936585.2071
841000,87334.3382,-101804.3496,298.2612,-189138.6878,-280.4674,937935.8421
842000,87066.2553,-102487.84,297.3456,-189554.0952,-35.9584,933862.7605
843000,87474.5417,-101900.8862,298.74,-189375.4279,14.6207,936289.4164
844000,87300.7383,-101675.2164,298.1464,-188975.9546,66.0218,935291.428
845000,87643.5664,-101676.9563,299.3173,-189320.5227,581.7176,935364.8247
846000,87179.9288,-102058.1891,297.7339,-189238.1179,48.7726,934576.2332
847000,87073.5579,-101970.1904,297.3706,-189043.7483,-148.7264,935637.9509
848000,87585.8055,-101188.3574,299.12,-188774.1629,318.5258,937222.6101
849000,87145.4545,-101357.0261,297.6161,-188502.4806,281.8563,936838.0576
850000,87145.0284,-101905.7172,297.6147,-189050.7456,140.76,937465.6853
851000,87375.8832,-101725.8941,298.4031,-189101.7774,-55.3288,936141.1877
852000,87430.5503,-101960.2628,298.5898,-189390.8131,-40.5157,936038.6639
853000,87471.9328,-101539.8832,298.7311,-189011.816,-327.8684,938370.6081
854000,87192.3594,-102109.9832,297.7763,-189302.3426,-171.3175,937610.5713
855000,87588.9603,-101629.7577,299.1308,-189218.7181,-55.1507,936328.0841
856000,87187.5398,-102172.3415,297.7599,-189359.8814,-6.3553,935036.9791
857000,87035.102,-102376.7487,297.2393,-189411.8507,-300.8129,934502.1731
858000,87152.0147,-102008.1667,297.6385,-189160.1814,10.6582,937671.1566
859000,87259.682,-102284.2262,298.0062,-189543.9082,70.9104,935270.8641
860000,87003.3652,-102484.4303,297.1309,-189487.7954,-613.4584,935937.9445
861000,87544.1889,-102099.7027,298.9779,-189643.8916,289.8867,934134.254
862000,87277.5325,-101963.789,298.0672,-189241.3215,311.8479,935108.6979
863000,87256.7797,-102256.5202,297.9963,-189513.2999,5.8655,934533.0958
864000,87007.4094,-102153.6782,297.1447,-189161.0877,154.9513,935034.7827
865000,87545.9182,-101545.9104,298.9838,-189091.8286,-82.5361,933716.9916
866000,87459.6292,-101318.4299,298.6891,-188778.0591,-133.6581,937483.4277
867000,87035.7703,-102397.8969,297.2415,-189433.6672,-435.5614,935742.5704
868000,87069.9699,-102042.982,297.3583,-189112.9519,80.5874,934334.679
