time,E(kinetic),E(total),Temperature,E(potential),Pressure,Volume
fs,kcal/mol,kcal/mol,K,kcal/mol,bar,Å^3
1221000,87054.6502,-102487.3094,297.306,-189541.9595,-97.9879,933651.3223
1222000,87128.3048,-102565.6808,297.5576,-189693.9855,117.54,935062.0237
1223000,87151.0313,-102490.4856,297.6352,-189641.5169,133.9217,935185.113
1224000,87645.2272,-102173.9835,299.3229,-189819.2107,-275.771,934038.2827
1225000,87284.5824,-102374.5929,298.0913,-189659.1753,-22.8665,936252.0268
1226000,87388.0721,-102305.9894,298.4447,-189694.0615,-162.4368,935551.806
1227000,87037.4704,-102322.0937,297.2473,-189359.5641,-254.7215,934735.36
1228000,86996.4797,-102114.8392,297.1074,-189111.3189,-66.5744,934135.5545
1229000,87244.9399,-102410.5199,297.9559,-189655.4599,-269.4795,933743.3911
1230000,87271.1386,-102030.7233,298.0454,-189301.8619,-220.8189,935553.9027
1231000,87464.7015,-102118.8571,298.7064,-189583.5586,-84.6821,934652.8851
1232000,87216.0509,-102514.7753,297.8572,-189730.8262,167.8801,933488.1366
1233000,87337.6431,-102123.4018,298.2725,-189461.0449,62.64,933809.7254
1234000,87090.1147,-102717.7365,297.4271,-189807.8512,40.6487,934553.0827
1235000,87418.1653,-102192.0975,298.5475,-189610.2628,-204.1147,936627.2062
1236000,87047.3938,-102125.741,297.2812,-189173.1348,-14.0444,935281.2655
1237000,87194.3371,-102144.1029,297.7831,-189338.44,-47.223,935246.6491
1238000,87072.9308,-102065.1411,297.3684,-189138.0719,-314.674,938468.6584
1239000,87244.9835,-102009.2251,297.956,-189254.2085,155.2983,934124.8512
1240000,87198.2382,-102488.7918,297.7964,-189687.03,30.6538,936649.1086
1241000,87611.2906,-102075.0616,299.207,-189686.3522,117.4518,934491.6547
1242000,87072.0106,-102089.8119,297.3653,-189161.8225,-123.0101,936511.5095
1243000,87219.7762,-102041.0598,297.8699,-189260.836,-46.4059,937434.6786
1244000,88002.3225,-101226.3151,300.5425,-189228.6376,433.0388,935513.2758
1245000,87215.348,-102310.9022,297.8548,-189526.2502,654.3844,935567.5918
1246000,87448.0211,-101602.2739,298.6494,-189050.2951,400.5808,934350.9807
1247000,86661.4293,-102587.4068,295.9631,-189248.836,-178.0384,937305.0243
1248000,87386.6568,-102610.4426,298.4399,-189997.0994,254.9683,935386.5904
1249000,87563.9669,-101963.1812,299.0454,-189527.1481,263.2194,933648.5667
1250000,86882.434,-102356.6146,296.7179,-189239.0486,59.8236,936657.7766
1251000,87302.4434,-102562.2313,298.1523,-189864.6747,-267.782,935869.9643
1252000,87243.4072,-101730.4822,297.9507,-188973.8894,24.3418,935310.6735
1253000,87042.9619,-102091.1971,297.2661,-189134.159,195.2674,935067.0824
1254000,86980.1357,-102048.6069,297.0515,-189028.7426,52.7031,935560.5502
1255000,86841.9377,-102795.8543,296.5796,-189637.792,-0.9419,935244.8603
1256000,87289.1268,-102260.8307,298.1068,-189549.9575,-4.332,933072.2403
1257000,87342.8936,-102375.9853,298.2904,-189718.8789,41.8725,934599.2757
1258000,87622.3385,-102380.388,299.2448,-190002.7264,-368.5092,934109.9502
1259000,87363.9033,-102232.3456,298.3622,-189596.2489,-93.5387,933044.9344
1260000,87575.0226,-101897.6369,299.0832,-189472.6595,-181.3028,934124.1202
1261000,87162.9039,-102410.9961,297.6757,-189573.9,106.6018,933303.0893
1262000,87036.8312,-102357.255,297.2452,-189394.0862,181.4631,934529.9989
1263000,87091.0147,-102468.6978,297.4302,-189559.7124,64.5055,936483.8832
1264000,87323.2242,-102197.4392,298.2232,-189520.6634,-4.0385,936585.8385
1265000,87215.1355,-102296.5908,297.8541,-189511.7263,351.5217,933982.547
1266000,87109.3618,-102189.0254,297.4929,-189298.3872,-368.9593,932397.7191
1267000,87123.7974,-102456.1738,297.5422,-189579.9712,278.2375,932683.4746
1268000,87198.3987,-102478.2496,297.7969,-189676.6483,-180.4983,932196.8075
1269000,87421.0453,-102190.5751,298.5573,-189611.6204,201.4242,934121.6538
1270000,87462.2449,-101707.2333,298.698,-189169.4782,352.0084,935654.5476
1271000,87423.067,-101685.5988,298.5642,-189108.6657,-326.5572,936331.7313
1272000,87426.3345,-102093.8018,298.5754,-189520.1364,-315.456,935660.5032
1273000,87376.729,-102277.5901,298.406,-189654.319,-463.4616,935042.0679
1274000,87541.5805,-101790.2548,298.969,-189331.8353,-92.9257,936706.5563
1275000,87317.0088,-102239.8417,298.202,-189556.8505,94.709,934923.0491
1276000,86896.8303,-103013.1641,296.767,-189909.9945,-130.5753,932908.6775
1277000,87512.2004,-102969.3277,298.8686,-190481.528,132.2196,934157.3662
1278000,87132.8113,-102636.1012,297.5729,-189768.9125,-183.5149,934251.9336
1279000,87157.0647,-102958.5026,297.6558,-190115.5672,237.349,935319.2567
1280000,87691.3571,-102049.4931,299.4805,-189740.8503,58.6358,932466.3523
1281000,87743.8899,-101556.8601,299.6599,-189300.7501,337.1729,933957.765
1282000,87338.366,-101903.5862,298.275,-189241.9523,164.9997,935395.8934
1283000,87348.6169,-102273.7148,298.31,-189622.3317,24.6241,934094.2982
1284000,86941.9512,-102655.7825,296.9211,-189597.7337,238.7214,936471.9706
1285000,87394.8439,-102332.8869,298.4678,-189727.7308,-232.4755,935478.2057
1286000,87330.2379,-102384.585,298.2472,-189714.8229,-23.5633,934228.7951
1287000,87815.3515,-101260.0102,299.9039,-189075.3618,-125.7867,936970.6709
1288000,86967.3699,-102327.6619,297.0079,-189295.0318,153.5706,937653.8491
1289000,87063.3918,-102331.7088,297.3359,-189395.1007,-170.5,935916.297
1290000,87351.8791,-101756.1361,298.3211,-189108.0151,-476.9608,937860.6892
1291000,87238.6018,-102017.4582,297.9342,-189256.06,60.6812,936109.3956
1292000,86604.2187,-103036.6039,295.7677,-189640.8226,62.9129,935629.2523
1293000,87456.7524,-102371.1744,298.6793,-189827.9268,-285.0422,935830.5261
1294000,86954.7498,-102820.5095,296.9648,-189775.2593,82.1901,938696.152
1295000,87435.5682,-102772.1675,298.6069,-190207.7357,21.4663,934674.3106
1296000,87086.7592,-102231.4455,297.4157,-189318.2048,49.226,937031.6012
1297000,87114.302,-102432.42,297.5097,-189546.722,-284.097,936808.2084
1298000,87092.8071,-102751.3495,297.4363,-189844.1567,155.686,935034.4792
1299000,87428.3121,-102222.6358,298.5821,-189650.9478,-96.8859,936355.9245
1300000,87489.4736,-102037.9473,298.791,-189527.4209,-294.0928,935593.1044
1301000,87299.8561,-101753.2452,298.1434,-189053.1013,-149.8576,937114.2026
1302000,87535.4532,-101547.4189,298.948,-189082.8721,173.1548,937913.6254
1303000,87422.4106,-101875.9582,298.562,-189298.3688,-55.9164,937290.9667
1304000,87216.4946,-102574.7646,297.8587,-189791.2592,177.148,934979.0043
1305000,86983.3108,-102320.4451,297.0624,-189303.7559,189.2347,935311.293
1306000,87468.8722,-101908.4942,298.7207,-189377.3664,-134.4373,936252.483
1307000,87235.3795,-102179.808,297.9232,-189415.1875,-88.2128,937571.9529
1308000,87183.4878,-102029.4054,297.746,-189212.8932,59.2255,938325.6582
1309000,87584.026,-101278.3693,299.1139,-188862.3953,173.9673,936610.4438
1310000,87150.548,-101990.198,297.6335,-189140.746,-174.2899,937904.8382
1311000,87028.9796,-102118.8503,297.2183,-189147.83,177.9905,936886.0116
1312000,86884.2817,-102323.5136,296.7242,-189207.7953,407.2666,937950.5626
1313000,87305.0344,-102099.5487,298.1611,-189404.5831,-105.4237,936455.7291
1314000,87145.9608,-102011.7289,297.6179,-189157.6896,343.2013,935973.2942
1315000,86935.2926,-102436.5924,296.8984,-189371.885,153.7722,935482.6181
1316000,87455.4607,-101931.4062,298.6748,-189386.8669,151.3441,934385.3474
1317000,86701.0309,-102771.8065,296.0983,-189472.8375,83.3293,935257.4941
1318000,87268.6372,-102103.0514,298.0368,-189371.6886,216.5006,935411.8417
1319000,87066.8785,-102482.4572,297.3478,-189549.3358,226.2637,933924.724
1320000,87383.9175,-102008.9102,298.4305,-189392.8276,19.0869,934818.3051
1321000,87525.6101,-102024.3043,298.9144,-189549.9143,-113.5154,934793.0217
1322000,87109.0294,-102241.1386,297.4917,-189350.1681,88.6399,935197.4547
1323000,87138.3104,-102264.654,297.5917,-189402.9644,-347.249,933462.228
1324000,87560.6278,-101954.4875,299.034,-189515.1153,-329.8238,932616.9164
1325000,87372.9889,-101717.0657,298.3932,-189090.0545,144.3526,934077.1919
1326000,86864.4926,-102622.7827,296.6566,-189487.2754,-238.8841,932992.1136
1327000,87406.1208,-101716.8245,298.5063,-189122.9454,-139.7099,935930.099
1328000,87008.937,-102360.6328,297.1499,-189369.5697,221.1209,934267.5573
1329000,86920.4212,-102685.9942,296.8476,-189606.4154,249.3271,933428.9137
1330000,87290.7205,-102000.8143,298.1122,-189291.5349,-361.3586,934898.5663
1331000,86963.7656,-102716.8526,296.9956,-189680.6181,106.9634,933708.6574
1332000,87441.8826,-102546.7155,298.6285,-189988.5982,-70.4246,932540.9041
1333000,87195.4822,-102282.8158,297.787,-189478.2981,-485.0841,933872.8937
1334000,86970.81,-102751.2812,297.0197,-189722.0911,160.2076,935612.7211
1335000,87642.5175,-101989.7614,299.3137,-189632.2789,382.5832,935780.4379
1336000,87217.1442,-102343.0758,297.861,-189560.22,-30.2784,935332.6836
1337000,87270.4834,-102242.6424,298.0431,-189513.1258,209.8846,934704.3572
1338000,87146.0421,-102601.0273,297.6181,-189747.0694,-78.3629,933718.577
1339000,87505.2343,-101989.3572,298.8448,-189494.5915,53.2602,935315.5724
1340000,87396.9483,-101400.74,298.475,-188797.6883,-187.9012,936980.3326
1341000,87462.294,-101407.7004,298.6982,-188869.9944,-293.7037,936122.8858
1342000,87468.5863,-101626.1758,298.7197,-189094.7621,127.2161,935235.0984
1343000,87261.0999,-101519.5551,298.0111,-188780.655,369.9351,934237.229
1344000,87053.0592,-102145.594,297.3006,-189198.6532,150.4057,935869.6747
1345000,87514.7716,-101973.0519,298.8774,-189487.8235,-37.5839,937565.8705
1346000,87123.9264,-102099.7818,297.5426,-189223.7082,-85.6228,934461.2012
1347000,87182.3552,-102131.7248,297.7421,-189314.0801,284.7244,933288.5848
1348000,87184.4821,-102695.3158,297.7494,-189879.7979,242.1367,934702.7888
1349000,87287.4909,-102357.2185,298.1012,-189644.7094,-67.7293,934314.4322
1350000,87429.9125,-101978.5358,298.5876,-189408.4482,1.3045,934148.8532
1351000,87328.0758,-102127.3872,298.2398,-189455.463,292.605,933697.7761
1352000,87138.2364,-102136.6701,297.5915,-189274.9066,134.8422,937722.069
1353000,86948.9293,-102352.9937,296.945,-189301.923,39.8129,937062.4735
1354000,87334.5799,-102311.3059,298.262,-189645.8857,119.3673,937640.6315
1355000,86892.5345,-102668.7338,296.7524,-189561.2683,-84.9897,935554.1727
1356000,87049.9746,-101993.5381,297.29,-189043.5127,51.5054,935054.6223
1357000,87118.4717,-102392.142,297.524,-189510.6137,303.1811,935982.0487
1358000,87278.4825,-102378.2041,298.0704,-189656.6865,-280.3552,936006.5761
1359000,87090.9247,-102012.1967,297.4299,-189103.1214,-153.281,936427.3834
1360000,87493.4517,-101360.1232,298.8046,-188853.5749,-96.6392,937024.6917
1361000,86894.0225,-102420.203,296.7574,-189314.2254,85.8341,936980.9844
1362000,87201.9659,-101964.997,297.8091,-189166.9629,194.3505,936162.1224
1363000,86873.0999,-102336.6344,296.686,-189209.7343,162.9772,935470.3016
1364000,87321.2726,-101573.2711,298.2166,-188894.5437,-86.2635,938451.1361
1365000,87167.6177,-102421.7047,297.6918,-189589.3225,59.319,935478.2088
1366000,87171.873,-102349.5585,297.7064,-189521.4315,176.559,935879.0911
1367000,87448.9729,-101541.7139,298.6527,-188990.6868,-355.5979,936017.9262
1368000,87404.8974,-101564.8455,298.5022,-188969.7429,-260.6333,936698.0624
1369000,87052.7476,-101982.3058,297.2995,-189035.0534,-195.2954,937525.1165
1370000,87144.0846,-102232.3937,297.6114,-189376.4783,237.5472,936177.9295
1371000,87078.1198,-102188.8601,297.3862,-189266.9799,-38.8976,935985.1455
1372000,87253.604,-102148.264,297.9855,-189401.868,-116.9426,937383.0174
1373000,87158.1205,-102461.2754,297.6594,-189619.3958,-17.4476,935612.752
1374000,87097.4368,-102363.4133,297.4521,-189460.8501,24.1404,937501.5162
1375000,87607.3967,-101634.1935,299.1937,-189241.5902,-191.0705,935972.2616
1376000,87566.0157,-101627.2206,299.0524,-189193.2364,-297.3716,937107.5692
1377000,87360.4477,-101860.0676,298.3504,-189220.5152,121.5106,936690.0435
1378000,87289.4776,-101970.6879,298.108,-189260.1655,-118.6563,935345.2419
1379000,87075.4958,-102531.1282,297.3772,-189606.6239,34.6857,935329.4755
1380000,87195.5429,-102378.7301,297.7872,-189574.273,243.8872,933594.9466
1381000,87138.298,-102800.9087,297.5917,-189939.2068,186.4971,934231.5406
1382000,87440.5196,-102173.2269,298.6238,-189613.7465,435.0195,936227.5869
1383000,87338.0239,-102060.9784,298.2738,-189399.0023,24.15,936781.1242
1384000,87373.7784,-101755.9711,298.3959,-189129.7495,-103.7125,936119.1567
1385000,87057.9527,-102313.6737,297.3173,-189371.6264,-430.5616,938657.8429
1386000,87232.5259,-102259.2973,297.9135,-189491.8232,76.6726,936115.5898
1387000,87913.0588,-101931.8379,300.2376,-189844.8968,-328.7174,937024.9115
1388000,87098.9898,-102533.5444,297.4574,-189632.5342,136.4952,936414.4128
1389000,87685.4551,-102084.3799,299.4603,-189769.835,-235.5898,936252.2938
1390000,87200.3686,-101674.9104,297.8037,-188875.279,-38.9484,935816.2918
1391000,87545.8044,-102123.087,298.9834,-189668.8915,-127.6674,936284.5926
1392000,88157.5136,-101457.3998,301.0725,-189614.9134,175.4808,935764.6571
1393000,87132.6579,-101542.9202,297.5724,-188675.5781,-36.1654,936666.8843
1394000,86842.5727,-102387.0596,296.5817,-189229.6323,-117.065,934387.2325
1395000,87382.1295,-102446.9,298.4244,-189829.0295,186.5824,934963.1368
1396000,87085.9727,-102357.9332,297.413,-189443.9059,266.7012,936974.0479
1397000,87430.3676,-102082.0363,298.5892,-189512.404,457.7938,934178.2858
1398000,87190.2965,-102312.759,297.7693,-189503.0555,-384.1611,937695.046
1399000,86953.847,-102588.8077,296.9618,-189542.6547,-79.4176,936109.2893
1400000,87487.9245,-102291.9986,298.7857,-189779.9232,-320.0858,937270.6191
1401000,86721.0607,-102683.4925,296.1668,-189404.5532,125.4337,935639.7931
1402000,87440.0647,-102317.8877,298.6223,-189757.9524,-362.5299,938290.213
1403000,87113.2716,-102376.1353,297.5062,-189489.4068,15.4015,936229.6885
1404000,87363.9669,-102019.6455,298.3624,-189383.6124,-209.9165,936716.8587
1405000,87538.884,-101527.9148,298.9598,-189066.7987,24.534,936873.7727
1406000,87086.2507,-102593.0555,297.4139,-189679.3063,138.3077,936995.3101
1407000,87145.6051,-102455.5674,297.6166,-189601.1725,89.0379,935274.0395
1408000,87416.4459,-102058.5153,298.5416,-189474.9611,318.9218,935406.5992
1409000,86980.9641,-102033.8415,297.0544,-189014.8056,169.0614,935963.0596
1410000,86999.9987,-102319.0263,297.1194,-189319.0251,247.8805,936506.0974
1411000,87343.3868,-102028.3543,298.2921,-189371.741,61.6826,937024.2889
1412000,87609.4686,-101822.9755,299.2008,-189432.4441,212.828,936993.478
1413000,87054.553,-102321.2669,297.3057,-189375.8198,325.2111,936360.1246
1414000,87511.3315,-102207.2414,298.8657,-189718.5729,248.5937,934032.2317
1415000,87402.2665,-102251.2085,298.4932,-189653.475,-139.3178,933929.0725
1416000,87011.3187,-102478.3332,297.158,-189489.6519,183.5882,935488.913
1417000,87194.7339,-102650.3793,297.7844,-189845.1133,-74.0222,936884.8675
1418000,87154.5292,-102523.5624,297.6471,-189678.0916,-195.5015,937539.3231
1419000,87125.125,-102096.1971,297.5467,-189221.3222,29.6115,935028.0276
1420000,87350.8631,-102275.5748,298.3176,-189626.4379,362.7882,934778.4465
1421000,87513.3595,-101848.7711,298.8726,-189362.1306,-96.864,936446.8166
1422000,87294.2903,-101819.2002,298.1244,-189113.4905,248.9798,934663.1197
1423000,87196.444,-101679.3114,297.7903,-188875.7554,488.4733,933082.9198
1424000,87335.6347,-102021.4276,298.2656,-189357.0623,186.8859,934188.6991
1425000,87302.366,-101918.4239,298.152,-189220.7899,190.0947,935841.8962
1426000,87612.2239,-101986.6952,299.2102,-189598.9191,49.7161,935015.33
1427000,87199.0536,-102154.6769,297.7992,-189353.7305,-26.2929,933669.7202
1428000,87420.769,-102018.7684,298.5564,-189439.5375,175.7941,936358.1649
1429000,87221.2932,-101780.15,297.8751,-189001.4432,140.8474,936547.6082
1430000,87307.7797,-102373.4733,298.1705,-189681.253,124.942,939199.7894
1431000,87323.6047,-101758.8183,298.2245,-189082.423,418.3686,936433.615
1432000,86984.3028,-102269.2381,297.0658,-189253.5409,39.8046,934166.26
1433000,87358.0955,-102243.0086,298.3423,-189601.1041,60.1627,934638.8055
1434000,87120.1113,-102747.6774,297.5296,-189867.7886,-244.0033,935574.8096
1435000,87443.7471,-101714.9899,298.6348,-189158.737,150.6115,936923.5627
1436000,87469.0324,-101328.3401,298.7212,-188797.3724,303.0702,937525.8546
1437000,87570.5539,-101991.796,299.0679,-189562.3499,-56.754,935608.9645
1438000,87426.4816,-102023.9196,298.5759,-189450.4012,-108.5044,936474.3447
1439000,86986.4591,-102613.1469,297.0731,-189599.606,527.7389,935025.2208
1440000,87232.6964,-101857.1266,297.9141,-189089.823,-104.5492,937057.6011
1441000,87267.5606,-101828.4077,298.0331,-189095.9683,-23.9955,934443.6871
1442000,87245.0758,-101894.4723,297.9564,-189139.5481,-63.6159,935505.0656
1443000,87371.4624,-101933.5338,298.388,-189304.9962,-446.6129,936530.6928
1444000,87566.5607,-101954.7793,299.0543,-189521.34,76.7452,934900.4877
1445000,87261.104,-101915.0392,298.0111,-189176.1432,-200.9583,938390.6767
1446000,86918.0245,-102585.3532,296.8394,-189503.3777,-73.2117,937172.9366
1447000,87125.5987,-102445.7889,297.5483,-189571.3875,10.6153,936567.4197
1448000,87461.8958,-101920.3155,298.6968,-189382.2113,-62.4045,937038.7164
1449000,87097.5024,-102362.5413,297.4524,-189460.0438,-269.1334,936556.0276
1450000,87326.1982,-102335.9602,298.2334,-189662.1584,-33.0219,936892.6587
1451000,87251.779,-101923.1058,297.9792,-189174.8848,137.2256,936359.6558
1452000,87266.7859,-102101.2612,298.0305,-189368.0471,-138.3665,935171.3245
1453000,87391.1512,-102032.6664,298.4552,-189423.8176,113.2936,935593.3265
1454000,87168.4267,-101973.8438,297.6946,-189142.2705,-13.0196,935922.0261
1455000,87234.8658,-102650.9252,297.9215,-189885.791,-33.7622,934462.3282
1456000,87284.3576,-102390.7648,298.0905,-189675.1225,17.6356,935044.8403
1457000,87142.3007,-102554.5309,297.6054,-189696.8316,52.2317,933015.4861
1458000,87381.0316,-101841.4236,298.4207,-189222.4552,-4.8266,934623.2185
1459000,87114.5973,-102082.1265,297.5107,-189196.7238,14.9243,936204.5591
1460000,86999.3656,-102251.5677,297.1172,-189250.9333,-180.281,936425.3722
1461000,87118.1234,-102216.4849,297.5228,-189334.6083,137.1969,937231.9746
1462000,87327.9714,-101864.8368,298.2395,-189192.8082,96.1804,934381.978
1463000,87477.7991,-101839.3275,298.7511,-189317.1266,-8.6789,935048.2875
1464000,86803.4464,-103128.1005,296.4481,-189931.5469,-358.9397,935853.8172
1465000,86972.7558,-103096.249,297.0263,-190069.0048,-176.7689,935505.886
1466000,86935.6354,-102826.2221,296.8996,-189761.8575,-217.8168,936551.3286
1467000,87235.228,-102418.445,297.9227,-189653.6731,133.7723,935063.066
1468000,87192.048,-102284.449,297.7753,-189476.497,-1.503,936110.6596
1469000,87116.3992,-102231.76,297.5169,-189348.1592,-145.7341,936588.3655
1470000,87026.5252,-102562.19,297.21,-189588.7152,-234.5654,935065.2944
1471000,87316.9532,-102739.9061,298.2018,-190056.8593,-310.2891,934657.4966
1472000,87258.9924,-102395.8886,298.0039,-189654.881,-76.0914,934219.6597
1473000,87454.5562,-102304.4465,298.6718,-189759.0027,123.7992,933836.2558
1474000,87192.4154,-102561.3392,297.7765,-189753.7546,-63.5649,935373.9061
1475000,87020.1426,-102571.8819,297.1882,-189592.0246,-18.5471,935256.6357
1476000,87186.5006,-102177.0155,297.7563,-189363.5161,-6.2748,934349.1072
1477000,87682.5571,-101829.4332,299.4504,-189511.9903,278.4622,935496.2002
1478000,87446.3982,-101828.2459,298.6439,-189274.6442,-83.8025,937205.5035
1479000,87094.8413,-102134.3336,297.4433,-189229.1749,-48.9532,935329.8918
1480000,86677.3956,-102589.0761,296.0176,-189266.4717,-291.6699,937529.8364
1481000,87116.1651,-102482.9915,297.5161,-189599.1566,-30.208,935125.7665
1482000,87682.5653,-101590.5615,299.4504,-189273.1268,-127.9381,936063.7959
1483000,87133.4398,-102162.5998,297.5751,-189296.0397,397.5297,936013.7573
1484000,87452.0605,-102027.3054,298.6632,-189479.3659,301.6453,934414.1097
1485000,87465.6409,-101235.6921,298.7096,-188701.3331,486.9419,936318.1993
1486000,87251.1711,-101678.891,297.9772,-188930.0621,174.8206,934641.5994
1487000,87257.8705,-101942.9968,298,-189200.8672,64.9585,935440.4302
1488000,87309.1792,-101873.8581,298.1753,-189183.0374,510.8479,934274.0474
1489000,86965.4401,-102128.3221,297.0013,-189093.7622,75.512,936113.791
1490000,87194.5639,-102344.7941,297.7838,-189539.358,87.6459,935961.5429
1491000,87384.9348,-102206.4758,298.434,-189591.4106,246.2018,936382.9405
1492000,87138.9249,-102254.4405,297.5938,-189393.3654,-16.4737,936525.754
1493000,87220.1357,-101844.8659,297.8712,-189065.0016,-56.9504,936841.0593
1494000,87251.426,-101944.0557,297.978,-189195.4817,-59.2488,937495.7342
1495000,86982.0006,-102525.2443,297.0579,-189507.2448,23.9647,938232.4799
1496000,87117.1777,-102394.1826,297.5196,-189511.3603,318.7756,935068.7029
1497000,87586.6074,-102152.6867,299.1227,-189739.2941,201.5525,936690.0533
1498000,87164.8938,-101977.6357,297.6825,-189142.5296,-493.2579,936653.7849
1499000,87398.3752,-101974.2477,298.4799,-189372.6229,-242.8896,938357.3083
1500000,86923.8041,-101868.8473,296.8592,-188792.6514,-389.3472,938217.2933
1501000,87559.1847,-102082.1646,299.0291,-189641.3492,-96.9531,935764.8001
1502000,87594.3713,-101640.6163,299.1493,-189234.9876,-214.9411,936555.6659
1503000,87519.0037,-101685.5402,298.8919,-189204.5439,65.9491,937057.2741
1504000,87059.7127,-102101.0831,297.3233,-189160.7958,-209.9348,937598.9766
1505000,87458.053,-102224.3968,298.6837,-189682.4498,152.8062,936578.6848
1506000,87291.9559,-101306.973,298.1165,-188598.9289,119.6169,937355.9048
1507000,87410.8826,-101563.2357,298.5226,-188974.1183,-715.4614,938262.7677
1508000,86742.8059,-102483.5231,296.241,-189226.329,-48.0721,937337.5476
1509000,87211.3151,-102344.9166,297.8411,-189556.2316,-128.234,936762.143
1510000,87483.9889,-102878.8097,298.7723,-190362.7985,15.8645,936281.1432
1511000,86961.0691,-102373.0249,296.9864,-189334.094,-210.5966,939219.0377
1512000,87196.9656,-102591.2588,297.792,-189788.2244,-282.4197,938934.2228
1513000,86984.9647,-102151.1066,297.068,-189136.0712,283.3679,936900.4662
1514000,86727.6083,-102737.2561,296.1891,-189464.8643,62.7513,935571.6762
1515000,87464.0808,-101729.0799,298.7043,-189193.1606,231.8058,938527.4183
1516000,87167.6543,-101793.7435,297.6919,-188961.3977,12.2431,937234.4079
1517000,87446.079,-101680.8936,298.6428,-189126.9726,156.2838,936239.7898
1518000,87748.051,-101896.6875,299.6741,-189644.7385,-157.7274,936172.1061
1519000,87184.784,-102221.6749,297.7504,-189406.4588,-276.4549,935364.2782
1520000,87758.8458,-101747.8781,299.711,-189506.7239,-254.9121,933834.0606
1521000,87096.3629,-101773.9449,297.4485,-188870.3077,103.8392,935107.1593
1522000,87328.7584,-101708.2799,298.2421,-189037.0383,217.433,937123.1468
1523000,87340.0936,-102164.4547,298.2809,-189504.5484,271.0833,934711.1728
1524000,86991.9774,-102630.544,297.092,-189622.5214,-126.1403,933637.2374
1525000,87606.4582,-102077.5899,299.1905,-189684.0481,283.72,933819.9738
1526000,87322.5748,-101973.6346,298.221,-189296.2094,-153.0683,934432.2319
1527000,87313.1642,-102197.0519,298.1889,-189510.2161,130.7559,935807.4911
1528000,87266.7112,-102159.4816,298.0302,-189426.1929,166.26,937371.3092
1529000,87481.831,-101683.7685,298.7649,-189165.5996,-17.9795,937045.6837
1530000,87420.0779,-101956.2485,298.554,-189376.3264,-163.0157,937194.6324
1531000,87487.6507,-102091.3346,298.7848,-189578.9852,-161.005,936799.6145
1532000,87323.9229,-101694.0797,298.2256,-189018.0025,-22.7025,935317.4925
1533000,87171.2851,-101888.735,297.7043,-189060.0201,65.7398,936484.3811
1534000,87250.5814,-102117.6418,297.9752,-189368.2232,39.8368,934714.0438
1535000,87291.7698,-102069.5312,298.1158,-189361.301,-153.3113,935089.2587
1536000,87473.6148,-102021.9807,298.7368,-189495.5955,78.1792,934592.1393
1537000,87012.3387,-103199.9443,297.1615,-190212.283,-74.0671,934631.3287
1538000,87415.4588,-102404.14,298.5382,-189819.5987,182.3541,935359.7949
1539000,87867.6426,-101734.312,300.0825,-189601.9546,-50.1166,935861.5163
1540000,86872.7777,-102212.965,296.6849,-189085.7427,16.1403,936850.3248
1541000,87006.8044,-102028.6627,297.1426,-189035.4671,-163.3353,934882.4783
1542000,87027.3799,-101992.1793,297.2129,-189019.5592,-83.9985,935193.2613
1543000,87189.5573,-101772.9854,297.7667,-188962.5427,297.2602,935956.3502
1544000,87052.4478,-102418.6824,297.2985,-189471.1302,43.7258,935265.1843
1545000,87452.5435,-101706.6652,298.6649,-189159.2087,90.1124,934420.8192
1546000,87041.9282,-102228.8996,297.2626,-189270.8278,-233.2493,935197.6732
1547000,87527.4077,-102084.8555,298.9206,-189612.2632,91.1088,934994.1605
1548000,87429.5003,-102267.8757,298.5862,-189697.376,88.0454,933734.0985
1549000,87278.9498,-101995.8817,298.072,-189274.8315,209.1129,935370.902
1550000,87357.1545,-102028.1569,298.3391,-189385.3114,101.3108,935032.8959
1551000,87608.7982,-101238.2818,299.1985,-188847.08,-166.2439,935114.3972
1552000,87154.8232,-101939.5706,297.6481,-189094.3937,350.6583,933714.4018
1553000,87291.8175,-102422.0687,298.116,-189713.8862,244.4567,935035.2285
1554000,87003.5362,-102840.0286,297.1315,-189843.5649,-52.4677,935999.8128
1555000,87602.1389,-102148.9261,299.1758,-189751.065,-132.7534,937428.9066
1556000,87344.1804,-101861.9383,298.2948,-189206.1188,205.2326,934541.6698
1557000,86965.704,-102248.6403,297.0022,-189214.3444,179.0523,933865.4811
1558000,87723.6439,-101937.6747,299.5907,-189661.3187,-5.803,935296.2107
1559000,86785.1037,-102709.4121,296.3855,-189494.5158,-247.3219,935065.7034
1560000,87535.2552,-102027.2021,298.9474,-189562.4573,32.7613,935798.198
1561000,87054.8659,-102827.4286,297.3068,-189882.2945,-2.5298,937153.3989
1562000,87251.0996,-102660.327,297.9769,-189911.4266,-3.6826,935858.6121
1563000,87257.6227,-102244.8918,297.9992,-189502.5145,-194.5428,938835.4722
1564000,87415.7612,-102245.6026,298.5393,-189661.3639,74.5753,936248.9127
1565000,87292.0054,-101919.4658,298.1166,-189211.4712,-365.1161,936720.0995
1566000,87377.294,-102048.6643,298.4079,-189425.9583,155.0447,934803.7855
1567000,87707.0009,-101624.434,299.5339,-189331.4348,-117.7384,936800.8352
1568000,87013.7506,-102213.1142,297.1663,-189226.8647,-334.6216,934892.5999
1569000,87222.2236,-102429.9074,297.8783,-189652.131,-98.9024,935958.9918
