start_index,ts,g,neff
0.0,0.0,1.7257818081258371,11588.950530032287
133.0,133.0,1.7253570236975173,11514.718245052916
266.0,266.0,1.7256020203470568,11436.008863753565
399.0,399.0,1.7260874043080323,11355.740127110079
532.0,532.0,1.7261499727780862,11278.27842714499
665.0,665.0,1.7263068985004755,11200.210123005932
798.0,798.0,1.7262290914058644,11123.668402762018
931.0,931.0,1.7254806905388824,11051.41315377142
1064.0,1064.0,1.7260604950244818,10970.646773148828
1197.0,1197.0,1.7253697230399951,10897.954072632196
1330.0,1330.0,1.7241893369144652,10828.277150472944
1463.0,1463.0,1.7245629726834153,10748.810158643542
1596.0,1596.0,1.7250331181290557,10668.780678228772
1729.0,1729.0,1.7247967603028644,10593.132142010585
1862.0,1862.0,1.7250127158438193,10514.705099508492
1995.0,1995.0,1.725030290741295,10437.497878522894
2128.0,2128.0,1.723652361289103,10368.680136076688
2261.0,2261.0,1.7247477184181088,10284.982441530477
2394.0,2394.0,1.7245464368689394,10209.061132598545
2527.0,2527.0,1.7242963281024457,10133.409040677303
2660.0,2660.0,1.724568843101478,10054.687042133737
2793.0,2793.0,1.7247079386542443,9976.761638510392
2926.0,2926.0,1.724708487536263,9899.643982381114
3059.0,3059.0,1.7236883449333538,9828.342838075536
3192.0,3192.0,1.7229401846128363,9755.417019179307
3325.0,3325.0,1.721134304499793,9688.378156431083
3458.0,3458.0,1.7217225640127694,9607.819718320956
3591.0,3591.0,1.7215324605535,9531.623931577942
3724.0,3724.0,1.7219475984711867,9452.087865188509
3857.0,3857.0,1.7218349443834406,9375.46310850401
3990.0,3990.0,1.7221042163685492,9296.766042278643
4123.0,4123.0,1.722042338202884,9219.866229635893
4256.0,4256.0,1.7221437079220159,9142.094197816468
4389.0,4389.0,1.7223658117134943,9063.69593139416
4522.0,4522.0,1.722850234025599,8983.949791058867
4655.0,4655.0,1.7227469969640279,8907.28587949494
4788.0,4788.0,1.722674400683871,8830.455711166955
4921.0,4921.0,1.7220063130717502,8756.646178086172
5054.0,5054.0,1.722139920148015,8678.737322757965
5187.0,5187.0,1.7225246796563412,8599.586510978364
5320.0,5320.0,1.721923563673972,8525.349388144794
5453.0,5453.0,1.7224106922942664,8445.72091028027
5586.0,5586.0,1.7226012192772076,8367.577962151927
5719.0,5719.0,1.7223238747481604,8291.704138449675
5852.0,5852.0,1.7225147434001011,8213.572658352417
5985.0,5985.0,1.7214320988001093,8141.477093269542
6118.0,6118.0,1.7202222811161385,8069.887335137229
6251.0,6251.0,1.7208811569917672,7989.511619753168
6384.0,6384.0,1.7207099615223735,7913.012828700916
6517.0,6517.0,1.7198790973294822,7839.504544787792
6650.0,6650.0,1.7199903133455556,7761.671618971444
6783.0,6783.0,1.7203189350467027,7682.877709906267
6916.0,6916.0,1.7204261338980225,7605.09256526764
7049.0,7049.0,1.7194410183677558,7532.099014535681
7182.0,7182.0,1.7203671054296672,7450.735345697431
7315.0,7315.0,1.720621580008398,7372.335757835891
7448.0,7448.0,1.7193714831843276,7300.342085907648
7581.0,7581.0,1.7202222920135757,7219.415803211781
7714.0,7714.0,1.719947590989535,7143.24091289986
7847.0,7847.0,1.7190706090577799,7069.517642827389
7980.0,7980.0,1.7198031673307814,6989.171917072131
8113.0,8113.0,1.7172816564698865,6921.986242160996
8246.0,8246.0,1.7168815094507601,6846.133489876171
8379.0,8379.0,1.7172381825835676,6767.261593564337
8512.0,8512.0,1.716986307828392,6690.7930177555
8645.0,8645.0,1.7174314032768434,6611.617778931236
8778.0,8778.0,1.7180654443893706,6531.765152862665
8911.0,8911.0,1.7182738452523394,6453.5696860191165
9044.0,9044.0,1.7185728493530623,6375.057073736656
9177.0,9177.0,1.7181637660773206,6299.166711395394
9310.0,9310.0,1.7186450174409402,6220.016286968553
9443.0,9443.0,1.7186656651296286,6142.5559456927585
9576.0,9576.0,1.7185623533120096,6065.5349396609845
9709.0,9709.0,1.719289811331005,5985.610995992073
9842.0,9842.0,1.7192934548105503,5908.240953036906
9975.0,9975.0,1.7194806705258172,5830.248732563161
10108.0,10108.0,1.7190600913501206,5754.307280922909
10241.0,10241.0,1.7165704483054933,5685.173020212228
10374.0,10374.0,1.7167217148939982,5607.198835132329
10507.0,10507.0,1.716877253510786,5529.224631864669
10640.0,10640.0,1.7169957178541386,5451.382261860216
10773.0,10773.0,1.7178918185217031,5371.118192960548
10906.0,10906.0,1.7185810682631901,5291.574641393239
11039.0,11039.0,1.7191176807322261,5212.557639558002
11172.0,11172.0,1.7191144674097518,5135.201970175638
11305.0,11305.0,1.7162168863913467,5066.375974357643
11438.0,11438.0,1.7127620015501115,4998.943222847704
11571.0,11571.0,1.712999185525718,4920.609461593613
11704.0,11704.0,1.7128442864276157,4843.4058283853155
11837.0,11837.0,1.7110751684350225,4770.684626009747
11970.0,11970.0,1.7122810684758434,4689.6506349554875
12103.0,12103.0,1.7116167950663879,4613.766365673983
12236.0,12236.0,1.711199792627919,4537.167450258215
12369.0,12369.0,1.709933025760056,4462.747888390577
12502.0,12502.0,1.711631236553822,4380.616478521614
12635.0,12635.0,1.7115053484637692,4303.2293218427585
12768.0,12768.0,1.7112055598325036,4226.2602283199
12901.0,12901.0,1.71177972576107,4147.145741455567
13034.0,13034.0,1.7120883861226777,4068.715176425979
13167.0,13167.0,1.7129907671077762,3988.9298478455185
13300.0,13300.0,1.7126035057893412,3912.172302200188
13433.0,13433.0,1.7124874055760426,3834.7727280312506
13566.0,13566.0,1.7136548606173663,3754.5483328434457
13699.0,13699.0,1.7141553767004696,3675.8628101313784
13832.0,13832.0,1.7144969559003151,3597.556693683988
13965.0,13965.0,1.71348804727243,3522.055499369635
14098.0,14098.0,1.71476187531447,3441.8773154247046
14231.0,14231.0,1.71042994457787,3372.8361797499842
14364.0,14364.0,1.7127253998438943,3290.6617724672565
14497.0,14497.0,1.7136955657268,3211.1887957567933
14630.0,14630.0,1.7143614895403774,3132.3615426287392
14763.0,14763.0,1.714746006071437,3054.0966309046617
14896.0,14896.0,1.7160860502610853,2974.209830109322
15029.0,15029.0,1.7149939195488497,2898.5525507330563
15162.0,15162.0,1.7154239947085623,2820.2940001558854
15295.0,15295.0,1.7166792566626123,2740.7565983799254
15428.0,15428.0,1.7173496492393956,2662.241787527026
15561.0,15561.0,1.7181593596777454,2583.5787437275726
15694.0,15694.0,1.7190128860778866,2504.925957724845
15827.0,15827.0,1.7192872460420034,2427.168589545886
15960.0,15960.0,1.7121128824024419,2359.657497776116
16093.0,16093.0,1.7091540462515593,2285.9261917137655
16226.0,16226.0,1.7098495709341073,2207.2117127463016
16359.0,16359.0,1.7096272290373353,2129.7040303050103
16492.0,16492.0,1.710957473576257,2050.313964068055
16625.0,16625.0,1.711015029339427,1972.5133573508053
16758.0,16758.0,1.7086950255486903,1897.3543853789472
16891.0,16891.0,1.7084126977721867,1819.8178953213205
17024.0,17024.0,1.7106186431588428,1739.72148140774
17157.0,17157.0,1.7122171356680753,1660.4202473950327
17290.0,17290.0,1.7122696790993728,1582.6946146855896
17423.0,17423.0,1.7120011499249606,1505.2559982877076
17556.0,17556.0,1.7148467229866067,1425.2002626470821
17689.0,17689.0,1.7172192736000005,1345.7803761747853
17822.0,17822.0,1.7168687686123838,1268.588514054172
17955.0,17955.0,1.7199536407344107,1188.9855351722133
18088.0,18088.0,1.7224556013507157,1110.0431259305885
18221.0,18221.0,1.7192331178717546,1034.7636870805695
18354.0,18354.0,1.7211007251462325,956.3647123907571
18487.0,18487.0,1.722212260304733,878.521210696924
18620.0,18620.0,1.7244280814459236,800.265325558186
18753.0,18753.0,1.7125795495467462,728.1413586481474
18886.0,18886.0,1.708067074702474,652.1992119039272
19019.0,19019.0,1.6895355952658375,580.632928213416
19152.0,19152.0,1.7054654357567778,497.2249699236568
19285.0,19285.0,1.7106300665869831,417.9746480351269
19418.0,19418.0,1.706547803443674,341.0393771716043
19551.0,19551.0,1.7123375977767812,262.21464773241007
19684.0,19684.0,1.717265084983081,184.01352404082292
19817.0,19817.0,1.7224391635166316,106.24468130785914
19950.0,19950.0,1.6023435035377027,31.204295389601842
19998.0,19998.0,1.0,2.0
